Change Component Description : Designator=SW2 Old Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚? New Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚样式:PC引脚;开关长度:6mm;开关宽度:6mm;开关高度:6mm;带支架:否;
Change Component Description : Designator=SW3 Old Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚? New Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚样式:PC引脚;开关长度:6mm;开关宽度:6mm;开关高度:6mm;带支架:否;
Change Component Description : Designator=SW4 Old Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚? New Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚样式:PC引脚;开关长度:6mm;开关宽度:6mm;开关高度:6mm;带支架:否;
Change Component Description : Designator=SW5 Old Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚? New Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚样式:PC引脚;开关长度:6mm;开关宽度:6mm;开关高度:6mm;带支架:否;
Change component parameters: Designator = "U4"; Footprint = "LQFP-48_L7.0-W7.0-P0.50-LS9.0-BL"; UniqueID = "\AZFUOCUM"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "扩展库"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "高速 CMOS 差分 4 通道模拟多路复用器和多路信号分离器"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "HGSEMI(华冠)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ManufacturerPart"; Value = "74HC4052M/TR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "ed96d47c1e844792b3e705d722a1a1fa"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "SOP-16_L9.9-W3.9-P1.27-LS6.0-BL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "389.763,236.22,0,0,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier"; Value = "LCSC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "SOP-16"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SupplierPart"; Value = "C507179"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SymbolName"; Value = "74HC4052M/TR"; VariantName = "[No Variations]"
Change component parameters: Designator = "U5"; Footprint = "SOP-8_L4.9-W3.9-P1.27-LS6.0-BL"; UniqueID = "\SBVVMTXL"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = "https://atta.szlcsc.com/upload/public/pdf/source/20230530/6E401E9554E9F5311886CC8B3F89B62E.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "CH340N"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "SOP-8_L4.9-W3.9-P1.27-LS6.0-BL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "扩展库"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "USB转串口芯片 CH340"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "WCH(南京沁恒)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ManufacturerPart"; Value = "CH340N"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "75c24a7891ee4dd6bdac16a7163ff87e"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "SOP-8_L4.9-W3.9-P1.27-LS6.0-BL-1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "192.913,236.22,0,0,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier"; Value = "LCSC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "SOP-8"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SupplierPart"; Value = "C2977777"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "CH340N_C2977777"; VariantName = "[No Variations]"
Change component parameters: Designator = "U14"; Footprint = "SOP-16_L9.9-W3.9-P1.27-LS6.0-BL"; UniqueID = "\ITVLMZDL"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = "https://atta.szlcsc.com/upload/public/pdf/source/20200402/C507179_EDEF75F06BD662FE8D3145782CF64ACB.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "74HC4052M/TR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "SOP-16_L10.0-W3.9-P1.27-LS6.0-BL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "扩展库"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "高速 CMOS 差分 4 通道模拟多路复用器和多路信号分离器"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "HGSEMI(华冠)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ManufacturerPart"; Value = "74HC4052M/TR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "ed96d47c1e844792b3e705d722a1a1fa"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "SOP-16_L9.9-W3.9-P1.27-LS6.0-BL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "389.763,236.22,0,0,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier"; Value = "LCSC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "SOP-16"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SupplierPart"; Value = "C507179"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SymbolName"; Value = "74HC4052M/TR"; VariantName = "[No Variations]"
Change component parameters: Designator = "U16"; Footprint = "SOP-16_L9.9-W3.9-P1.27-LS6.0-BL"; UniqueID = "\QSLGONUC"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = "https://atta.szlcsc.com/upload/public/pdf/source/20200402/C507179_EDEF75F06BD662FE8D3145782CF64ACB.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "74HC4052M/TR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "SOP-16_L10.0-W3.9-P1.27-LS6.0-BL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "扩展库"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "高速 CMOS 差分 4 通道模拟多路复用器和多路信号分离器"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "HGSEMI(华冠)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ManufacturerPart"; Value = "74HC4052M/TR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "ed96d47c1e844792b3e705d722a1a1fa"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "SOP-16_L9.9-W3.9-P1.27-LS6.0-BL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "389.763,236.22,0,0,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier"; Value = "LCSC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "SOP-16"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SupplierPart"; Value = "C507179"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SymbolName"; Value = "74HC4052M/TR"; VariantName = "[No Variations]"
Change component parameters: Designator = "U19"; Footprint = "SOP-16_L9.9-W3.9-P1.27-LS6.0-BL"; UniqueID = "\WWRTLLOB"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = "https://atta.szlcsc.com/upload/public/pdf/source/20200402/C507179_EDEF75F06BD662FE8D3145782CF64ACB.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "74HC4052M/TR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "SOP-16_L10.0-W3.9-P1.27-LS6.0-BL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "扩展库"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "高速 CMOS 差分 4 通道模拟多路复用器和多路信号分离器"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "HGSEMI(华冠)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ManufacturerPart"; Value = "74HC4052M/TR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "ed96d47c1e844792b3e705d722a1a1fa"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "SOP-16_L9.9-W3.9-P1.27-LS6.0-BL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "389.763,236.22,0,0,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier"; Value = "LCSC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "SOP-16"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SupplierPart"; Value = "C507179"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SymbolName"; Value = "74HC4052M/TR"; VariantName = "[No Variations]"
Change component parameters: Designator = "U20"; Footprint = "SOP-16_L9.9-W3.9-P1.27-LS6.0-BL"; UniqueID = "\VCVETQHQ"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = "https://atta.szlcsc.com/upload/public/pdf/source/20200402/C507179_EDEF75F06BD662FE8D3145782CF64ACB.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "74HC4052M/TR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "SOP-16_L10.0-W3.9-P1.27-LS6.0-BL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "扩展库"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "高速 CMOS 差分 4 通道模拟多路复用器和多路信号分离器"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "HGSEMI(华冠)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ManufacturerPart"; Value = "74HC4052M/TR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "ed96d47c1e844792b3e705d722a1a1fa"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "SOP-16_L9.9-W3.9-P1.27-LS6.0-BL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "389.763,236.22,0,0,0,0,0,0,0"; VariantName = "[No Variations]"
